ds;Mixed_Models;Mixed_Models/BottomUp;Mixed_Models/TopDown_method-forecast_proportions;Mixed_Models/MiddleOut_middle_level-Total/Store_top_down_method-forecast_proportions;Mixed_Models/MinTrace_method-ols;Mixed_Models/MinTrace_method-wls_struct;Weekly_Sales
2012-09-28;3641,81;3641,81;3726,6353;4081,8125;4753,132;4589,109;2473,97
2012-10-05;3472,353;3472,353;3580,9084;3640,7043;4256,6826;3938,3616;3013,14
2012-10-12;3573,48;3573,48;3583,8882;3820,3215;4100,495;4044,8813;3337,38
2012-10-19;3491,864;3491,864;3513,3167;3733,002;4064,0312;3984,1255;2810,92
2012-10-26;3616,5818;3616,5818;3683,0815;3884,9775;4390,19;4228,794;2844,4
2012-09-07;10134,227;10134,227;9972,958;10160,39;9917,091;10041,761;9222,17
2012-09-14;9624,557;9624,557;9541,891;10264,015;9970,623;10022,724;8603,72
2012-09-21;9686,237;9686,237;9661,769;10751,855;10403,199;10408,262;8706,51
2012-09-28;9610,499;9610,499;9834,348;10771,638;10721,821;10557,798;7764,91
2012-10-05;10001,868;10001,868;10314,555;10486,792;10786,198;10467,877;7708,68
2012-10-12;9605,632;9605,632;9633,609;10269,15;10132,646;10077,033;8276,6
2012-10-19;9906,572;9906,572;9967,435;10590,691;10478,739;10398,834;8166,05
2012-10-26;9360,186;9360,186;9532,295;10054,829;10133,794;9972,397;4840,81
2012-09-07;8530,907;8530,907;8395,152;8552,931;8313,771;8438,441;5154,04
2012-09-14;7385,744;7385,744;7322,307;7876,4546;7731,811;7783,911;4403,23
2012-09-21;6988,2783;6988,2783;6970,625;7757,0835;7705,2407;7710,3027;5196,96
2012-09-28;6928,32;6928,32;7089,695;7765,398;8039,6416;7875,6187;4946,15
2012-10-05;7247,6733;7247,6733;7474,2554;7599,065;8032,003;7713,6816;6495,16
2012-10-12;7491,967;7491,967;7513,7876;8009,481;8018,982;7963,368;8601,42
2012-10-19;7533,3066;7533,3066;7579,588;8053,5347;8105,474;8025,568;5674,55
2012-10-26;7859,448;7859,448;8003,9634;8442,718;8633,057;8471,66;7220,61
2012-09-07;15377,575;15377,575;15132,867;15417,274;15160,439;15285,109;14653,93
2012-09-14;14147,352;14147,352;14025,839;15087,305;14493,418;14545,519;13987,95
2012-09-21;14105,117;14105,117;14069,487;15656,872;14822,079;14827,142;16386,14
2012-09-28;14288,591;14288,591;14621,402;16014,936;15399,913;15235,89;12857,64
2012-10-05;15236,296;15236,296;15712,626;15975,002;16020,626;15702,305;15717,41
2012-10-12;15183,012;15183,012;15227,233;16231,793;15710,026;15654,413;18547,39
2012-10-19;15341,433;15341,433;15435,684;16400,867;15913,6;15833,694;14061,86
2012-10-26;16463,74;16463,74;16766,465;17685,557;17237,348;17075,953;16077,61
2012-09-07;2577,0295;2577,0295;2536,0205;2583,6824;2359,8936;2484,564;1928,05
2012-09-14;2847,1372;2847,1372;2822,6829;3036,302;3193,204;3245,3044;1940,1
2012-09-21;2770,0198;2770,0198;2763,0225;3074,7595;3486,9822;3492,0442;2660,79
2012-09-28;2611,398;2611,398;2672,2227;2926,9065;3722,72;3558,6968;2304,02
2012-10-05;2799,5615;2799,5615;2887,0837;2935,2935;3583,891;3265,57;2877,72
2012-10-12;2902,3716;2902,3716;2910,825;3102,8557;3429,3865;3373,773;3359,49
2012-10-19;2989,0142;2989,0142;3007,3774;3195,4265;3561,1814;3481,2756;2594,58
2012-10-26;2964,8381;2964,8381;3019,354;3184,8665;3738,446;3577,0503;2489,93
2012-09-07;998,2305;998,2305;982,3454;1000,80756;781,09467;905,7651;862,18
2012-09-14;932,5884;932,5884;924,5783;994,5498;1278,6553;1330,7556;1310,26
2012-09-21;861,6406;861,6406;859,464;956,43286;1578,603;1583,665;1330,82
2012-09-28;941,16095;941,16095;963,08246;1054,8718;2052,483;1888,4598;753,45
2012-10-05;961,7514;961,7514;991,8184;1008,3804;1746,081;1427,7599;1172,43
2012-10-12;1172,2941;1172,2941;1175,7085;1253,2714;1699,3091;1643,6954;1672,86
2012-10-19;1233,0088;1233,0088;1240,5839;1318,1567;1805,1761;1725,2703;657,59
2012-10-26;1581,96;1581,96;1611,0481;1699,3613;2355,5679;2194,172;1420,85
2012-09-07;3817,5693;3817,5693;3756,8193;3827,4248;3600,4333;3725,1038;3941,0
2012-09-14;3721,3127;3721,3127;3689,3499;3968,5579;4067,3796;4119,48;3960,78
2012-09-21;3786,8623;3786,8623;3777,2964;4203,4688;4503,8247;4508,8867;3788,52
2012-09-28;3714,1106;3714,1106;3800,6199;4162,8486;4825,4326;4661,4097;4707,93
2012-10-05;3876,7847;3876,7847;3997,9836;4064,7441;4661,1143;4342,793;3932,88
2012-10-12;3856,2712;3856,2712;3867,503;4122,647;4383,286;4327,673;4537,65
2012-10-19;4046,6182;4046,6182;4071,479;4326,066;4618,7856;4538,8794;4254,83
2012-10-26;3741,8132;3741,8132;3810,6155;4019,503;4515,4214;4354,0254;3585,49
2012-09-07;73849,51;73849,51;72674,32;74040,16;73632,375;73757,04;78107,25
2012-09-14;72424,04;72424,04;71801,98;77235,91;72770,11;72822,2;63983,86
2012-09-21;69598,99;69598,99;69423,18;77255,83;70315,95;70321,016;74672,63
2012-09-28;68867,555;68867,555;70471,625;77188,12;69978,875;69814,85;71173,04
2012-10-05;76939,34;76939,34;79344,68;80669,62;77723,67;77405,35;65382,93
2012-10-12;73713,17;73713,17;73927,87;78804,98;74240,19;74184,57;62722,88
2012-10-19;73246,62;73246,62;73696,61;78304,81;73818,78;73738,875;70336,13
2012-10-26;74429,88;74429,88;75798,45;79953,516;75203,49;75042,09;69318,89
2012-09-07;35657,11;35657,11;35089,688;35749,164;35439,973;35564,645;35614,83
2012-09-14;33583,25;33583,25;33294,8;35814,53;33929,316;33981,418;30524,07
2012-09-21;31710,66;31710,66;31630,557;35199,266;32427,623;32432,686;31073,84
2012-09-28;31649,598;31649,598;32386,781;35473,496;32760,92;32596,896;29948,14
2012-10-05;33921,39;33921,39;34981,867;35566,01;34705,72;34387,4;33963,84
2012-10-12;33477,63;33477,63;33575,137;35790,13;34004,645;33949,03;32052,69
2012-10-19;33601,926;33601,926;33808,36;35922,375;34174,094;34094,188;32662,08
2012-10-26;33769,38;33769,38;34390,31;36275,492;34542,99;34381,59;31369,59
2012-09-07;66252,81;66252,81;65198,51;66423,85;66035,68;66160,34;68846,8
2012-09-14;64700,164;64700,164;64144,45;68998,86;65046,23;65098,332;64384,82
2012-09-21;61662,17;61662,17;61506,406;68445,85;62379,133;62384,195;64849,92
2012-09-28;60478,363;60478,363;61887,027;67785,35;61589,684;61425,664;65156,96
2012-10-05;65861,91;65861,91;67920,94;69055,11;66646,234;66327,914;68665,58
2012-10-12;62582,875;62582,875;62765,152;66905,84;63109,89;63054,277;64918,67
2012-10-19;63131,09;63131,09;63518,94;67490,734;63703,258;63623,35;62213,08
2012-10-26;64573,547;64573,547;65760,88;69365,71;65347,156;65185,758;62392,73
2012-09-07;3570,037;3570,037;3513,2263;3579,2534;3352,9011;3477,5715;5836,66
2012-09-14;3357,0547;3357,0547;3328,2207;3580,0981;3703,1216;3755,222;3504,01
2012-09-21;3088,923;3088,923;3081,12;3428,7468;3805,8855;3810,9475;4991,65
2012-09-28;3154,0957;3154,0957;3227,561;3535,173;4265,4175;4101,3945;3889,22
2012-10-05;3318,3047;3318,3047;3422,044;3479,1873;4102,6343;3784,3132;4412,41
2012-10-12;2970,6853;2970,6853;2979,3376;3175,888;3497,7002;3442,0867;5857,01
2012-10-19;2723,8782;2723,8782;2740,6125;2911,9812;3296,0454;3216,1396;4496,05
2012-10-26;2852,65;2852,65;2905,1028;3064,3523;3626,2578;3464,862;4000,44
2012-09-07;9704,923;9704,923;9550,485;9729,978;9487,787;9612,457;9915,84
2012-09-14;9434,853;9434,853;9353,815;10061,707;9780,919;9833,02;9654,25
2012-09-21;9390,248;9390,248;9366,527;10423,303;10107,21;10112,272;9298,31
2012-09-28;9302,488;9302,488;9519,162;10426,413;10413,811;10249,787;9283,91
2012-10-05;9570,596;9570,596;9869,799;10034,61;10354,926;10036,6045;10264,57
2012-10-12;9465,946;9465,946;9493,517;10119,815;9992,961;9937,348;9146,42
2012-10-19;9432,569;9432,569;9490,52;10083,955;10004,736;9924,831;9909,28
2012-10-26;9110,633;9110,633;9278,154;9786,756;9884,241;9722,845;8570,77
2012-09-07;8408,605;8408,605;8274,797;8430,313;8191,4697;8316,14;9389,11
2012-09-14;8195,669;8195,669;8125,276;8740,191;8541,735;8593,836;8972,94
2012-09-21;8434,201;8434,201;8412,8955;9362,078;9151,163;9156,226;9121,97
2012-09-28;8392,091;8392,091;8587,56;9406,021;9503,413;9339,39;8570,53
2012-10-05;8724,949;8724,949;8997,715;9147,964;9509,279;9190,958;9270,74
2012-10-12;8433,0625;8433,0625;8457,625;9015,584;8960,077;8904,464;8638,93
2012-10-19;8431,934;8431,934;8483,735;9014,219;9004,101;8924,195;9664,56
2012-10-26;8597,08;8597,08;8755,158;9235,091;9370,688;9209,292;9359,78
2012-09-07;24364,557;24364,557;23976,836;24427,457;24147,42;24272,092;23655,52
2012-09-14;22921,51;22921,51;22724,635;24444,42;23267,576;23319,678;19595,1
2012-09-21;22362,29;22362,29;22305,8;24822,445;23079,252;23084,314;21460,56
2012-09-28;22479,85;22479,85;23003,451;25195,861;23591,172;23427,148;19743,0
2012-10-05;23839,5;23839,5;24584,791;24995,32;24623,83;24305,508;21656,82
2012-10-12;23125,98;23125,98;23193,338;24723,428;23652,996;23597,383;19509,89
2012-10-19;23267,715;23267,715;23410,662;24874,516;23839,883;23759,977;20329,37
2012-10-26;23813,66;23813,66;24251,531;25580,934;24587,268;24425,873;21035,05
2012-09-07;2602,5625;2602,5625;2561,1472;2609,2812;2385,4265;2510,097;4778,0
2012-09-14;2394,263;2394,263;2373,6985;2553,3384;2740,3298;2792,4302;3218,0
2012-09-21;2273,6218;2273,6218;2267,8784;2523,7512;2990,5842;2995,6462;1518,0
2012-09-28;2190,9084;2190,9084;2241,9392;2455,6135;3302,2305;3138,2073;4536,0
2012-10-05;2558,2722;2558,2722;2638,251;2682,3057;3342,6018;3024,2808;5894,0
2012-10-12;2556,8047;2556,8047;2564,2515;2733,4185;3083,8196;3028,206;2821,0
2012-10-19;2263,1003;2263,1003;2277,004;2419,3833;2835,2676;2755,3618;4002,0
2012-10-26;1902,8843;1902,8843;1937,8734;2044,1022;2676,4922;2515,0964;3951,0
2012-09-07;12566,557;12566,557;12366,582;12598,998;12349,421;12474,091;9218,45
2012-09-14;13702,711;13702,711;13585,018;14613,123;14048,777;14100,878;9606,56
2012-09-21;12991,786;12991,786;12958,967;14421,06;13708,748;13713,811;14052,3
2012-09-28;12141,894;12141,894;12424,703;13608,874;13253,216;13089,192;9827,87
2012-10-05;13621,463;13621,463;14047,308;14281,877;14405,793;14087,472;11896,92
2012-10-12;12753,396;12753,396;12790,542;13634,35;13280,411;13224,798;11155,9
2012-10-19;12229,865;12229,865;12305,001;13074,424;12802,032;12722,127;12059,73
2012-10-26;11420,594;11420,594;11630,589;12268,1455;12194,202;12032,806;12057,68
2012-09-07;27222,512;27222,512;26789,312;27292,79;27005,375;27130,047;26493,04
2012-09-14;26612,15;26612,15;26383,576;28380,27;26958,217;27010,318;25136,6
2012-09-21;28028,922;28028,922;27958,117;31112,484;28745,885;28750,947;24906,73
2012-09-28;26709,908;26709,908;27332,04;29936,994;27821,23;27657,207;31452,46
2012-10-05;29391,512;29391,512;30310,373;30816,51;30175,842;29857,52;31310,02
2012-10-12;28810,473;28810,473;28894,387;30800,582;29337,488;29281,875;27090,49
2012-10-19;30738,336;30738,336;30927,178;32861,035;31310,504;31230,598;28362,98
2012-10-26;29997,99;29997,99;30549,576;32224,217;30771,598;30610,203;29279,52
2012-09-07;3787,9187;3787,9187;3727,6406;3797,6975;3570,7827;3695,4531;4055,23
2012-09-14;3699,9624;3699,9624;3668,183;3945,7888;4046,0293;4098,1294;3816,24
2012-09-21;4141,622;4141,622;4131,16;4597,257;4858,5845;4863,6465;4280,89
2012-09-28;4261,7666;4261,7666;4361,0317;4776,6724;5373,0884;5209,0654;4030,91
2012-10-05;4559,753;4559,753;4702,3037;4780,8247;5344,0825;5025,761;4962,01
2012-10-12;4244,8643;4244,8643;4257,2275;4538,082;4771,8794;4716,2656;4191,64
2012-10-19;4417,2656;4417,2656;4444,4033;4722,309;4989,433;4909,527;4066,49
2012-10-26;4491,2954;4491,2954;4573,879;4824,606;5264,9033;5103,5073;3831,89
2012-09-07;9873,298;9873,298;9716,182;9898,787;9656,162;9780,832;8759,52
2012-09-14;10169,468;10169,468;10082,121;10845,13;10515,534;10567,635;8437,61
2012-09-21;10682,809;10682,809;10655,822;11858,0625;11399,7705;11404,833;9361,11
2012-09-28;10128,49;10128,49;10364,403;11352,212;11239,8125;11075,789;9951,23
2012-10-05;10587,244;10587,244;10918,23;11100,55;11371,574;11053,253;10182,52
2012-10-12;10847,147;10847,147;10878,74;11596,424;11374,162;11318,549;9743,36
2012-10-19;11023,57;11023,57;11091,294;11784,825;11595,737;11515,832;10806,17
2012-10-26;11627,079;11627,079;11840,871;12489,954;12400,6875;12239,291;12226,16
2012-09-07;1352,8478;1352,8478;1331,3195;1356,3403;1135,7119;1260,3823;988,51
2012-09-14;1621,8104;1621,8104;1607,8806;1729,564;1967,8773;2019,9777;1448,13
2012-09-21;1538,0244;1538,0244;1534,1393;1707,2279;2254,9868;2260,0488;2246,3
2012-09-28;1719,2426;1719,2426;1759,2872;1926,961;2830,5645;2666,5415;3033,87
2012-10-05;2082,9524;2082,9524;2148,0713;2183,941;2867,282;2548,961;3256,95
2012-10-12;1774,1925;1774,1925;1779,36;1896,7465;2301,2075;2245,594;3033,97
2012-10-19;1412,3367;1412,3367;1421,0134;1509,8685;1984,504;1904,5981;2639,18
2012-10-26;1333,6335;1333,6335;1358,1556;1432,606;2107,2415;1945,8457;1610,08
2012-09-07;3614,3096;3614,3096;3556,794;3623,6404;3397,1736;3521,844;4525,0
2012-09-14;3775,915;3775,915;3743,4832;4026,7876;4121,982;4174,082;1255,0
2012-09-21;3791,89;3791,89;3782,311;4209,0493;4508,852;4513,9146;4525,0
2012-09-28;3440,8582;3440,8582;3521,003;3856,5818;4552,18;4388,157;6435,0
2012-10-05;3556,6853;3556,6853;3667,8772;3729,1255;4341,015;4022,6938;3545,0
2012-10-12;3141,9834;3141,9834;3151,1348;3359,0186;3668,9983;3613,3848;7114,0
2012-10-19;3279,7698;3279,7698;3299,9192;3506,261;3851,937;3772,0312;3755,0
2012-10-26;2482,5544;2482,5544;2528,2021;2666,791;3256,1624;3094,7666;3185,0
2012-09-07;179,34341;179,34341;176,48947;179,80641;0,0;86,87796;242,69
2012-09-14;182,97487;182,97487;181,40329;195,13176;529,04175;581,1421;162,99
2012-09-21;258,10663;258,10663;257,45465;286,50186;975,06903;980,13104;270,34
2012-09-28;150,79791;150,79791;154,3103;169,01729;1262,1199;1098,0968;165,09
2012-10-05;88,402855;88,402855;91,16658;92,68893;872,73254;554,41125;194,93
2012-10-12;118,5755;118,5755;118,92086;126,76621;645,59045;589,9769;258,71
2012-10-19;121,28735;121,28735;122,03249;129,6631;693,45465;613,5488;312,02
2012-10-26;136,38472;136,38472;138,89249;146,50618;909,99274;748,59686;157,78
2012-09-07;4824,277;4824,277;4747,507;4836,7314;4607,141;4731,8115;6876,75
2012-09-14;4946,2295;4946,2295;4903,746;5274,858;5292,2964;5344,3965;3977,83
2012-09-21;4458,1187;4458,1187;4446,857;4948,5723;5175,081;5180,143;4769,59
2012-09-28;4815,5957;4815,5957;4927,7607;5397,415;5926,9175;5762,8945;4714,75
2012-10-05;5016,6367;5016,6367;5173,471;5259,86;5800,9663;5482,645;6341,99
2012-10-12;5100,166;5100,166;5115,0205;5452,465;5627,181;5571,5674;6322,78
2012-10-19;5445,5684;5445,5684;5479,0234;5821,623;6017,736;5937,8296;5440,62
2012-10-26;4901,2925;4901,2925;4991,4146;5265,03;5674,9004;5513,5044;3638,53
2012-09-07;347,3804;347,3804;341,85245;348,27722;130,24454;254,91495;477,0
2012-09-14;306,76093;306,76093;304,12613;327,1422;652,8278;704,92816;261,0
2012-09-21;295,06512;295,06512;294,31976;327,5263;1012,0275;1017,08954;315,0
2012-09-28;300,68335;300,68335;307,6869;337,01184;1412,0054;1247,9823;279,0
2012-10-05;281,37997;281,37997;290,1767;295,02222;1065,7097;747,3884;315,0
2012-10-12;260,5679;260,5679;261,32684;278,56686;787,5829;731,9693;252,0
2012-10-19;242,83421;242,83421;244,32608;259,60364;815,0015;735,09564;360,0
2012-10-26;285,98877;285,98877;291,24734;307,21274;1059,5968;898,20087;324,0
2012-09-07;8977,385;8977,385;8834,525;9000,561;8760,249;8884,919;9155,85
2012-09-14;8849,11;8849,11;8773,1045;9437,048;9195,177;9247,277;9488,54
2012-09-21;9036,65;9036,65;9013,822;10030,805;9753,612;9758,675;9687,15
2012-09-28;8749,234;8749,234;8953,022;9806,314;9860,557;9696,533;9016,71
2012-10-05;9640,858;9640,858;9942,259;10108,279;10425,188;10106,867;10250,84
2012-10-12;9613,888;9613,888;9641,89;10277,977;10140,902;10085,289;10629,23
2012-10-19;9487,006;9487,006;9545,29;10142,15;10059,173;9979,268;10328,67
2012-10-26;9421,553;9421,553;9594,791;10120,75;10195,161;10033,765;9646,39
2012-09-07;23752,27;23752,27;23374,293;23813,588;23535,133;23659,805;25700,1
2012-09-14;22409,725;22409,725;22217,244;23898,633;22755,791;22807,893;22113,08
2012-09-21;23089,695;23089,695;23031,367;25629,877;23806,658;23811,72;23020,37
2012-09-28;21852,783;21852,783;22361,78;24493,031;22964,105;22800,082;23734,91
2012-10-05;24325,555;24325,555;25086,04;25504,938;25109,885;24791,562;29742,63
2012-10-12;24421,883;24421,883;24493,012;26108,848;24948,898;24893,285;23512,83
2012-10-19;26990,94;26990,94;27156,76;28854,855;27563,107;27483,201;22424,69
2012-10-26;27734,164;27734,164;28244,123;29792,387;28507,771;28346,377;22943,1
2012-09-07;5627,1045;5627,1045;5537,5586;5641,632;5409,9688;5534,639;5550,45
2012-09-14;5144,4653;5144,4653;5100,279;5486,265;5490,532;5542,6323;4592,2
2012-09-21;5179,458;5179,458;5166,3745;5749,2686;5896,4204;5901,4824;5069,97
2012-09-28;4928,9043;4928,9043;5043,7085;5524,4136;6040,226;5876,203;3802,78
2012-10-05;5158,3887;5158,3887;5319,6543;5408,485;5942,7183;5624,397;4443,45
2012-10-12;4840,733;4840,733;4854,832;5175,111;5367,748;5312,1343;4931,31
2012-10-19;5089,4;5089,4;5120,667;5440,859;5661,5674;5581,661;5376,56
2012-10-26;4641,2876;4641,2876;4726,629;4985,729;5414,8955;5253,4995;4214,53
2012-09-07;71668,42;71668,42;70527,945;71853,44;71451,29;71575,95;74390,02
2012-09-14;66590,95;66590,95;66018,99;71015,27;66937,02;66989,12;67954,92
2012-09-21;66166,59;66166,59;65999,45;73445,81;66883,555;66888,62;77148,18
2012-09-28;64545,13;64545,13;66048,52;72343,45;65656,45;65492,43;72925,94
2012-10-05;70117,836;70117,836;72309,914;73517,38;70902,164;70583,84;82813,18
2012-10-12;67328,65;67328,65;67524,75;71979,44;67855,664;67800,05;66434,55
2012-10-19;71704,6;71704,6;72145,125;76656,31;72276,766;72196,86;65821,75
2012-10-26;70499,85;70499,85;71796,164;75731,83;71273,46;71112,06;77553,69
2012-09-07;20544,234;20544,234;20217,309;20597,271;20327,098;20451,77;21695,94
2012-09-14;19452,076;19452,076;19285,0;20744,479;19798,143;19850,244;16044,75
2012-09-21;19867,732;19867,732;19817,545;22053,453;20584,695;20589,758;20089,96
2012-09-28;19432,383;19432,383;19885,004;21780,2;20543,705;20379,682;18462,07
2012-10-05;20493,09;20493,09;21133,762;21486,662;21277,42;20959,098;19840,43
2012-10-12;20934,049;20934,049;20995,021;22380,088;21461,064;21405,451;18743,37
2012-10-19;20149,678;20149,678;20273,469;21541,156;20721,846;20641,94;19867,42
2012-10-26;20660,383;20660,383;21040,273;22193,643;21433,99;21272,596;20929,19
2012-09-07;24274,027;24274,027;23887,748;24336,693;24056,89;24181,562;29094,2
2012-09-14;22780,4;22780,4;22584,738;24293,936;23126,467;23178,568;21572,99
2012-09-21;22088,7;22088,7;22032,902;24518,756;22805,662;22810,725;22079,05
2012-09-28;21689,367;21689,367;22194,557;24309,873;22800,69;22636,666;23394,26
2012-10-05;23958,096;23958,096;24707,092;25119,664;24742,426;24424,104;27493,82
2012-10-12;23449,268;23449,268;23517,566;25069,047;23976,283;23920,67;22872,78
2012-10-19;22947,203;22947,203;23088,18;24531,87;23519,371;23439,465;21967,16
2012-10-26;22525,625;22525,625;22939,814;24197,309;23299,232;23137,838;21201,94
2012-09-07;47783,555;47783,555;47023,16;47906,914;47566,418;47691,09;48458,13
2012-09-14;47603,184;47603,184;47194,312;50765,95;47949,25;48001,35;45644,04
2012-09-21;47188,64;47188,64;47069,438;52380,03;47905,6;47910,664;47631,55
2012-09-28;46403,746;46403,746;47484,582;52010,24;47515,066;47351,047;46531,89
2012-10-05;50692,066;50692,066;52276,84;53149,79;51476,395;51158,074;52134,7
2012-10-12;47938,02;47938,02;48077,64;51249,383;48465,035;48409,42;49240,09
2012-10-19;47663,1;47663,1;47955,92;50954,574;48235,27;48155,363;47558,06
2012-10-26;47600,363;47600,363;48475,61;51132,906;48373,973;48212,574;48648,83
2012-09-07;14475,849;14475,849;14245,491;14513,22;14258,713;14383,383;15161,69
2012-09-14;14072,106;14072,106;13951,24;15007,062;14418,173;14470,273;13660,4
2012-09-21;13966,894;13966,894;13931,612;15503,441;14683,855;14688,918;13263,28
2012-09-28;13608,946;13608,946;13925,927;15253,176;14720,269;14556,245;13628,88
2012-10-05;14185,784;14185,784;14629,272;14873,558;14970,114;14651,793;13722,69
2012-10-12;14036,777;14036,777;14077,661;15006,381;14563,792;14508,179;14326,55
2012-10-19;13602,215;13602,215;13685,781;14541,544;14174,382;14094,477;13603,81
2012-10-26;13306,497;13306,497;13551,169;14294,006;14080,105;13918,709;13606,54
2012-09-07;15322,383;15322,383;15078,554;15361,939;15105,247;15229,917;15821,97
2012-09-14;14785,173;14785,173;14658,182;15767,504;15131,239;15183,34;14255,95
2012-09-21;13785,737;13785,737;13750,913;15302,356;14502,699;14507,762;14436,39
2012-09-28;13618,309;13618,309;13935,508;15263,67;14729,631;14565,607;13547,57
2012-10-05;14358,747;14358,747;14807,643;15054,906;15143,077;14824,756;14987,55
2012-10-12;14162,268;14162,268;14203,516;15140,54;14689,282;14633,669;14359,2
2012-10-19;13739,325;13739,325;13823,733;14688,123;14311,492;14231,587;13982,69
2012-10-26;13459,841;13459,841;13707,332;14458,73;14233,449;14072,053;13758,76
2012-09-07;19402,453;19402,453;19093,695;19452,543;19185,316;19309,988;20332,01
2012-09-14;17669,47;17669,47;17517,705;18843,434;18015,537;18067,639;18297,2
2012-09-21;17549,123;17549,123;17504,793;19479,766;18266,086;18271,148;18184,67
2012-09-28;17127,266;17127,266;17526,195;19196,578;18238,588;18074,564;16488,14
2012-10-05;18336,924;18336,924;18910,188;19225,959;19121,254;18802,932;17275,19
2012-10-12;18212,463;18212,463;18265,508;19470,506;18739,479;18683,865;18508,75
2012-10-19;18179,518;18179,518;18291,205;19434,941;18751,686;18671,78;19006,05
2012-10-26;18044,855;18044,855;18376,654;19384,01;18818,463;18657,068;17973,76
2012-09-07;3916,7898;3916,7898;3854,461;3926,9014;3699,6538;3824,3242;4476,94
2012-09-14;3957,1409;3957,1409;3923,1526;4220,0547;4303,2075;4355,308;3693,71
2012-09-21;3562,798;3562,798;3553,798;3954,7542;4279,7603;4284,8228;3562,67
2012-09-28;3231,9446;3231,9446;3307,2231;3622,4275;4343,2666;4179,2437;3173,5
2012-10-05;3651,1218;3651,1218;3765,266;3828,1404;4435,4517;4117,1304;4025,25
2012-10-12;3753,1675;3753,1675;3764,099;4012,421;4280,1826;4224,569;3690,95
2012-10-19;3491,4304;3491,4304;3512,8801;3732,5386;4063,5977;3983,692;3398,57
2012-10-26;3412,3335;3412,3335;3475,0774;3665,5715;4185,9414;4024,5457;3369,58
2012-09-07;1765,8075;1765,8075;1737,7076;1770,3661;1548,6716;1673,342;1624,28
2012-09-14;1824,6266;1824,6266;1808,9547;1945,8552;2170,6934;2222,7937;1884,23
2012-09-21;2011,3176;2011,3176;2006,2368;2232,5898;2728,28;2733,342;1775,72
2012-09-28;2106,942;2106,942;2156,0168;2361,5022;3218,264;3054,2407;1524,98
2012-10-05;2030,7894;2030,7894;2094,2776;2129,2488;2815,1191;2496,7979;2080,9
2012-10-12;2026,0541;2026,0541;2031,9551;2166,0056;2553,069;2497,4556;1645,71
2012-10-19;2191,8262;2191,8262;2205,2917;2343,1873;2763,9934;2684,0876;1593,76
2012-10-26;2211,1218;2211,1218;2251,7786;2375,2148;2984,7297;2823,334;1538,06
2012-09-07;49610,305;49610,305;48820,844;49738,38;49393,168;49517,84;50676,14
2012-09-14;45707,727;45707,727;45315,14;48744,56;46053,793;46105,895;44553,03
2012-09-21;44319,15;44319,15;44207,195;49194,855;45036,11;45041,17;42773,32
2012-09-28;44146,484;44146,484;45174,746;49480,25;45257,805;45093,785;41699,84
2012-10-05;48110,816;48110,816;49614,895;50443,39;48895,145;48576,824;53488,74
2012-10-12;45650,664;45650,664;45783,625;48804,023;46177,68;46122,066;44915,71
2012-10-19;45718,15;45718,15;45999,02;48875,312;46290,316;46210,41;43855,98
2012-10-26;44960,53;44960,53;45787,24;48297,164;45734,14;45572,742;40187,84
2012-09-07;73772,42;73772,42;72598,46;73962,875;73555,29;73679,95;96185,84
2012-09-14;58418,945;58418,945;57917,18;62300,316;58765,01;58817,113;52087,62
2012-09-21;52629,95;52629,95;52497,0;58419,96;53346,91;53351,973;46907,55
2012-09-28;52259,77;52259,77;53477,008;58573,785;53371,09;53207,07;48834,66
2012-10-05;54760,95;54760,95;56472,93;57415,945;55545,277;55226,957;52446,09
2012-10-12;50454,95;50454,95;50601,902;53940,17;50981,965;50926,35;48643,94
2012-10-19;48303,87;48303,87;48600,63;51639,598;48876,04;48796,133;47228,84
2012-10-26;45599,29;45599,29;46437,742;48983,33;46372,9;46211,5;46317,01
2012-09-07;54778,727;54778,727;53907,016;54920,145;54561,59;54686,26;55957,41
2012-09-14;51929,285;51929,285;51483,258;55379,48;52275,35;52327,453;50338,28
2012-09-21;50809,273;50809,273;50680,92;56398,984;51526,234;51531,297;51792,4
2012-09-28;50362,6;50362,6;51535,65;56447,402;51473,92;51309,902;47976,09
2012-10-05;52504,426;52504,426;54145,86;55050,016;53288,754;52970,434;54342,85
2012-10-12;52489,16;52489,16;52642,04;56114,895;53016,176;52960,562;54621,09
2012-10-19;51621,895;51621,895;51939,04;55186,75;52194,062;52114,156;53340,94
2012-10-26;52329,684;52329,684;53291,895;56213,203;53103,293;52941,895;51327,79
2012-09-07;45724,75;45724,75;44997,117;45842,793;45507,613;45632,285;47875,05
2012-09-14;44339,31;44339,31;43958,477;47285,227;44685,375;44737,477;44758,46
2012-09-21;42719,8;42719,8;42611,887;47419,562;43436,76;43441,824;44160,99
2012-09-28;41395,402;41395,402;42359,586;46396,785;42506,723;42342,703;39980,19
2012-10-05;45482,69;45482,69;46904,61;47687,848;46267,02;45948,7;45663,14
2012-10-12;46119,92;46119,92;46254,25;49305,7;46646,938;46591,324;44775,89
2012-10-19;45468,12;45468,12;45747,457;48608,016;46040,29;45960,383;45019,75
2012-10-26;44575,61;44575,61;45395,24;47883,68;45349,22;45187,82;40456,36
2012-09-07;99408,42;99408,42;97826,51;99665,06;99191,29;99315,95;103544,25
2012-09-14;95557,88;95557,88;94737,13;101906,77;95903,95;95956,05;95487,92
